Liiklusregistris 2017 aastal esmaselt registreeritud veesõidukid.;;;;;;;;;;
;;;;;;;;;;
Eestis esm reg kp;Liik;Tüüp;Kategooria;Mark;Mudel;Ehitusaasta;Kere materjal;Pikkus;Varasem kasutus;Arv
22.08.2017;Väikelaev;Purjejaht;C;FOLKBOOT;- ;1964;Puit;7,68;;1
22.08.2017;Väikelaev;Purjejaht;A;BAVARIA;CRUISER 45;2010;Plastik;13,6;;1
23.08.2017;Väikelaev;Sõudepaat;C;NAVIS;N 465;2017;Plastik;4,65;Uus sõiduk;1
23.08.2017;Väikelaev;Mootorpaat;C;TERHI;520 HT;1975;Plastik;5,2;;1
23.08.2017;Väikelaev;Purjejaht;C;MARINA;75;1974;Plastik;7,7;;1
24.08.2017;Väikelaev;Sõudepaat;D;NORDLINE;29;2017;Plastik;2,95;Uus sõiduk;1
24.08.2017;Väikelaev;Mootorpaat;D;WELLMAR;37;2016;Alumiinium;3,76;Uus sõiduk;1
24.08.2017;Väikelaev;Mootorpaat;C;SÄRKI;48;2000;Plastik;4,8;;1
25.08.2017;Väikelaev;Sõudepaat;D;LOHI;375;1973;Plastik;3,75;;1
25.08.2017;Väikelaev;Mootorpaat;D;BUSTER;R;1980;Alumiinium;4,15;;1
25.08.2017;Väikelaev;Sõudepaat;D;KASSE;430R;2017;Plastik;4,33;Uus sõiduk;1
25.08.2017;Väikelaev;Mootorpaat;D;KASSE;455 R;2017;Plastik;4,57;Uus sõiduk;1
25.08.2017;Väikelaev;Mootorpaat;D;JOKER;16;1985;Plastik;4,85;;1
25.08.2017;Väikelaev;Mootorpaat;C;BELLA;572 C;2005;Plastik;5,62;;1
25.08.2017;Väikelaev;Mootorpaat;C;MARE;R75;2017;Plastik;7;Uus sõiduk;1
26.08.2017;Väikelaev;Mootorpaat;C;CRAB;K-300;2017;Sünt. kangas;3;Uus sõiduk;1
28.08.2017;Väikelaev;Sõudepaat;D;SEEMANN;MLA 2800;2016;Sünt. kangas;2,8;Uus sõiduk;1
29.08.2017;Väikelaev;Mootorpaat;C;AQUA MARINA;BT-06360WD;2014;Sünt. kangas;3,59;;1
29.08.2017;Väikelaev;Purjejaht;C;APHRODITE;22;1983;Plastik;6,5;;1
30.08.2017;Väikelaev;Sõudepaat;C;KOLIBRI;KM 280;2017;Sünt. kangas;2,8;Uus sõiduk;1
30.08.2017;Väikelaev;Sõudepaat;D;IDEAL;390;2008;Plastik;3,87;;1
30.08.2017;Väikelaev;Mootorpaat;D;LAMI;4050R;1995;Plastik;4,05;;1
30.08.2017;Väikelaev;Mootorpaat;D;TERHI;415 R;1997;Plastik;4,15;;1
30.08.2017;Väikelaev;Mootorpaat;D;KAZANKA;5M4;1990;Alumiinium;4,5;;1
30.08.2017;Väikelaev;Mootorpaat;D;NORDLINE;51;2017;Plastik;5,1;Uus sõiduk;1
30.08.2017;Väikelaev;Mootorpaat;C;BUSTER;XL;2000;Alumiinium;5,3;;1
30.08.2017;Väikelaev;Purjejaht;A;DUFOUR;382 GL;2016;Plastik;10,96;Uus sõiduk;1
31.08.2017;Jett;Määramata;;BENELLI;B3S STANDUP;2013;Määramata;2,46;Uus sõiduk;1
31.08.2017;Jett;Määramata;C;SEA-DOO;GTI 90;2017;Määramata;3,37;Uus sõiduk;1
31.08.2017;Väikelaev;Mootorpaat;C;CRAB;K-360;2015;Sünt. kangas;3,6;;1
31.08.2017;Väikelaev;Mootorpaat;C;WHALY;435;2015;Plastik;4,35;Uus sõiduk;1
31.08.2017;Väikelaev;Mootorpaat;C;DIANA;19;1976;Plastik;5,8;;1
31.08.2017;Väikelaev;Mootorpaat;C;KESTREL;3290;1990;Plastik;5,8;;1
01.09.2017;Jett;Määramata;;BOMBARDIER (SEA-DOO);GTX;2005;Määramata;3,2;;1
01.09.2017;Väikelaev;Mootorpaat;D;TRENER;-;1990;Plastik;4,4;;1
01.09.2017;Väikelaev;Mootorpaat;C;FLIPPER;510 HT;1983;Plastik;5,1;;1
01.09.2017;Väikelaev;Mootorpaat;C;BAYLINER;2355 CIERA;1995;Plastik;7,01;;1
01.09.2017;Väikelaev;Purjejaht;C;SUNWIND;27;1983;Plastik;8,22;;1
02.09.2017;Väikelaev;Sõudepaat;D;ALLPA;SENS 290;2015;Sünt. kangas;2,9;Uus sõiduk;1
02.09.2017;Väikelaev;Mootorpaat;C;OUTLAND;MX-360/OAL;2011;Sünt. kangas;3,56;;1
02.09.2017;Väikelaev;Mootorpaat;C;PIONER;14 ACTIVE;2016;Plastik;4,11;Uus sõiduk;1
04.09.2017;Väikelaev;Mootorpaat;C;BUSH;B-400;2017;Sünt. kangas;4,05;Uus sõiduk;1
05.09.2017;Jett;Määramata;;KAWASAKI;JS1500A;2017;Määramata;2,65;Uus sõiduk;2
05.09.2017;Väikelaev;Mootorpaat;D;GLASTRON;-;1974;Plastik;3,91;;1
06.09.2017;Väikelaev;Mootorpaat;C;BUSH;B-400;2016;Sünt. kangas;4,05;Uus sõiduk;1
06.09.2017;Väikelaev;Mootorpaat;D;KASSE;455 R;2017;Plastik;4,57;Uus sõiduk;1
07.09.2017;Väikelaev;Mootorpaat;C;KOLIBRI;KM 360D;2016;Sünt. kangas;3,6;Uus sõiduk;1
07.09.2017;Väikelaev;Mootorpaat;D;TERHI;SEA FUN;1991;Plastik;4,06;;1
07.09.2017;Väikelaev;Mootorpaat;C;PROGRESS;3M;1990;Alumiinium;4,65;;1
07.09.2017;Väikelaev;Mootorpaat;C;GRANDEZZA;25 S;2017;Plastik;7,53;Uus sõiduk;1
08.09.2017;Alla 12m laev;Kalapaat;C;OMAVALMISTATUD;-;2017;Alumiinium;6,8;Uus sõiduk;1
08.09.2017;Väikelaev;Mootorpaat;C;TERHI;445 C;2017;Plastik;4,45;Uus sõiduk;1
08.09.2017;Väikelaev;Mootorpaat;C;SUNBIRD;-;1991;Plastik;6,7;;1
09.09.2017;Väikelaev;Mootorpaat;C;MASTER;600;2003;Alumiinium;6;;1
12.09.2017;Alla 12m laev;Kalapaat;C;BOTNIA;23;1982;Plastik;7,3;;1
12.09.2017;Jett;Määramata;C;SEA-DOO;GTX LTD 300;2017;Määramata;3,54;Uus sõiduk;1
12.09.2017;Väikelaev;Mootorpaat;C;JENHAL;Y 330;2016;Sünt. kangas;3,25;Uus sõiduk;1
12.09.2017;Väikelaev;Mootorpaat;C;GLADIATOR;C 370 AL;2017;Sünt. kangas;3,7;Uus sõiduk;1
12.09.2017;Väikelaev;Sõudepaat;C;AQUA STORM;STK400E;2014;Sünt. kangas;3,92;;1
12.09.2017;Väikelaev;Mootorpaat;D;ALUMACRAFT;175 COMPETITOR;2013;Alumiinium;5,4;;1
12.09.2017;Väikelaev;Mootorpaat;C;ANYTEC;622 SP;2009;Alumiinium;6,76;;1
12.09.2017;Väikelaev;Mootorpaat;C;XO;240 RS CABIN;2017;Alumiinium;7,39;Uus sõiduk;1
12.09.2017;Väikelaev;Purjejaht;C;OMAVALMISTATUD;OMAVALMISTATUD;2017;Plastik;8,4;Uus sõiduk;1
13.09.2017;Alla 12m laev;Päästetööde paat;C;ATLANTIC;21;1980;Muu;6,94;;1
13.09.2017;Väikelaev;Mootorpaat;D;SKIPP;400;2016;Plastik;4;Uus sõiduk;1
13.09.2017;Väikelaev;Mootorpaat;D;KASSE;455 R;2017;Plastik;4,57;Uus sõiduk;1
13.09.2017;Väikelaev;Mootorpaat;D;NORD;460D;2017;Plastik;4,6;Uus sõiduk;1
13.09.2017;Väikelaev;Purjejaht;C;FOLKBOOT;- ;1966;Puit;7,68;;1
15.09.2017;Väikelaev;Mootorpaat;C;QINGDAO;Y-330;2016;Sünt. kangas;3,25;Uus sõiduk;1
15.09.2017;Väikelaev;Mootorpaat;C;OUTLAND;MX-360/OAL;2014;Sünt. kangas;3,56;;1
15.09.2017;Väikelaev;Sõudepaat;D;PELLA-FJORD;-;1981;Plastik;4,36;;1
15.09.2017;Väikelaev;Mootorpaat;D;KASSE;455 R;2017;Plastik;4,57;Uus sõiduk;1
15.09.2017;Väikelaev;Mootorpaat;C;MV-MARIN;6600 FC;2007;Plastik;6,6;;1
16.09.2017;Väikelaev;Mootorpaat;C;ZODIAC;CADET 310 S;2014;Plastik;3,1;;1
16.09.2017;Väikelaev;Sõudepaat;D;NORDLINE;42;2017;Plastik;4,2;Uus sõiduk;1
16.09.2017;Väikelaev;Mootorpaat;C;OMAVALMISTATUD;-;2002;Puit;7,4;;1
18.09.2017;Väikelaev;Mootorpaat;D;VONKKA;2;1972;Plastik;4;;1
18.09.2017;Väikelaev;Mootorpaat;C;FINNFAMILY;475 GT;1981;Plastik;4,5;;1
18.09.2017;Väikelaev;Mootorpaat;C;COASTER;600DC;2017;Plastik;5,6;Uus sõiduk;1
18.09.2017;Väikelaev;Mootorpaat;C;BLUE FIN;SPORTSMAN 1950;1988;Alumiinium;6,5;;1
19.09.2017;Väikelaev;Sõudepaat;D;INTEX;MARINER 3;2016;Sünt. kangas;2,97;Uus sõiduk;1
19.09.2017;Väikelaev;Mootorpaat;D;SILVER COLIBRI;405;2003;Alumiinium;4,05;;1
19.09.2017;Väikelaev;Mootorpaat;D;TERHI;415 R;1989;Plastik;4,15;;1
19.09.2017;Väikelaev;Mootorpaat;C;YAMARIN;5940 ;2002;Plastik;5,81;;1
19.09.2017;Väikelaev;Sõudepaat;C;OMAVALMISTATUD;-;2017;Plastik;7,02;Uus sõiduk;1
20.09.2017;Alla 12m laev;Kalapaat;D;HIIU;450 ;2017;Plastik;4,5;Uus sõiduk;1
20.09.2017;Väikelaev;Sõudepaat;D;KIILI PAAT;440;2015;Plastik;4,4;Uus sõiduk;1
20.09.2017;Väikelaev;Mootorpaat;D;SUOMI;440 R;2002;Plastik;4,4;;1
20.09.2017;Väikelaev;Mootorpaat;D;BUSTER;RS;1989;Alumiinium;4,5;;1
20.09.2017;Väikelaev;Mootorpaat;C;BUSTER;S;2013;Alumiinium;4,58;;1
20.09.2017;Väikelaev;Mootorpaat;C;HURRICAN;HT;1976;Plastik;5;;1
21.09.2017;Väikelaev;Mootorpaat;D;BOSTON;WHALER 17;1993;Plastik;5;;1
22.09.2017;Väikelaev;Mootorpaat;D;LINDER;SPORTSMAN 355;2017;Alumiinium;3,55;Uus sõiduk;1
25.09.2017;Väikelaev;Mootorpaat;C;CRAB;K-300;2017;Sünt. kangas;3;Uus sõiduk;1
25.09.2017;Väikelaev;Mootorpaat;C;DULKAN;D-325 DZ;2017;Sünt. kangas;3,25;Uus sõiduk;1
25.09.2017;Väikelaev;Sõudepaat;D;PORTA-BOTE;12;2013;Plastik;3,72;;1
25.09.2017;Väikelaev;Mootorpaat;D;BUSTER;R;1980;Alumiinium;4,1;;1
25.09.2017;Väikelaev;Purjejaht;D;BEZ;2;1992;Plastik;4,2;;1
25.09.2017;Väikelaev;Mootorpaat;C;PROGRESS;2M;1986;Alumiinium;4,65;;1
25.09.2017;Väikelaev;Mootorpaat;D;NORDLINE;51;2017;Plastik;5,1;Uus sõiduk;1
25.09.2017;Väikelaev;Purjejaht;B;HAVSFIDRA;20;1974;Plastik;6;;1
26.09.2017;Väikelaev;Mootorpaat;D;TERHI;SOFA 14 PERHEVENE;1974;Plastik;4,2;;1
26.09.2017;Väikelaev;Mootorpaat;C;TERHI;445 C;2017;Plastik;4,45;Uus sõiduk;1
26.09.2017;Väikelaev;Mootorpaat;D;SUOMI;475;2016;Plastik;4,84;Uus sõiduk;1
26.09.2017;Väikelaev;Mootorpaat;C;BELLA;561 HT;2000;Plastik;5,5;;1
26.09.2017;Väikelaev;Mootorpaat;C;FJORDSTAR;750;2017;Plastik;7,55;Uus sõiduk;1
27.09.2017;Väikelaev;Sõudepaat;D;KAISLA;435 M;2012;Plastik;4,35;;1
27.09.2017;Väikelaev;Mootorpaat;C;OCKELBO;B16AL;2017;Alumiinium;4,8;Uus sõiduk;1
27.09.2017;Väikelaev;Mootorpaat;C;MÄÄRAMATA;-;1986;Plastik;6,75;;1
27.09.2017;Väikelaev;Mootorpaat;C;OMAVALMISTATUD;-;1970;Puit;7,1;;1
28.09.2017;Väikelaev;Sõudepaat;C;KOLIBRI;KM 280;2015;Sünt. kangas;2,82;;1
28.09.2017;Väikelaev;Mootorpaat;D;MINI BUSTER;-;1983;Alumiinium;3,6;;1
28.09.2017;Väikelaev;Mootorpaat;D;LINGALAID;402;2017;Plastik;4;Uus sõiduk;1
28.09.2017;Väikelaev;Mootorpaat;C;SEA RAY;270 SUNDANCER;1996;Plastik;8,4;;1
28.09.2017;Väikelaev;Purjejaht;B;SHIPMAN;28;1976;Plastik;8,86;;1
29.09.2017;Väikelaev;Mootorpaat;C;DULKAN;D-370 DZ;2017;Sünt. kangas;3,7;Uus sõiduk;1
29.09.2017;Väikelaev;Mootorpaat;D;VIGGEN;430;1980;Plastik;4,3;;1
29.09.2017;Väikelaev;Mootorpaat;C;SEABIRD;900;1993;Plastik;4,8;;1
30.09.2017;Väikelaev;Mootorpaat;C;ÖRNVIK;510;1975;Plastik;5,1;;1
30.09.2017;Väikelaev;Mootorpaat;C;SOLVIGG;18;1971;Plastik;5,35;;1
02.10.2017;Väikelaev;Mootorpaat;C;DULKAN;D-325 DZ;2017;Sünt. kangas;3,25;Uus sõiduk;1
02.10.2017;Väikelaev;Sõudepaat;D;NORDLINE;38;2017;Plastik;3,8;Uus sõiduk;1
03.10.2017;Väikelaev;Mootorpaat;C;DULKAN;D-400;2017;Sünt. kangas;4;Uus sõiduk;1
03.10.2017;Väikelaev;Sõudepaat;D;KASSE;430;2017;Plastik;4,27;Uus sõiduk;1
03.10.2017;Väikelaev;Mootorpaat;C;BAYLINER;2455 CIERA;1989;Plastik;7,55;;1
04.10.2017;Väikelaev;Sõudepaat;D;KIILI PAAT;440;2017;Plastik;4,4;Uus sõiduk;1
04.10.2017;Väikelaev;Mootorpaat;C;RIBCRAFT;4.8M;2017;Sünt. kangas;4,8;Uus sõiduk;1
04.10.2017;Väikelaev;Mootorpaat;C;OCKELBO;B18CC;2017;Alumiinium;5,41;Uus sõiduk;1
05.10.2017;Alla 12m laev;Kalapaat;C;BUSTER;MAGNUM;1991;Alumiinium;6,2;;1
05.10.2017;Väikelaev;Sõudepaat;D;KAISLA;470;2009;Plastik;4,7;;1
06.10.2017;Väikelaev;Sõudepaat;D;BUSH;U-280;2017;Kumm;2,8;Uus sõiduk;1
06.10.2017;Väikelaev;Mootorpaat;D;KIILI PAAT;440;2017;Plastik;4,4;Uus sõiduk;1
06.10.2017;Väikelaev;Mootorpaat;C;PROGRESS;-;1969;Alumiinium;4,65;;1
06.10.2017;Väikelaev;Purjejaht;A;BENETEAU;OCEANIS 350;1988;Plastik;10,8;;1
10.10.2017;Väikelaev;Mootorpaat;D;BRIG;D 265 S;2003;Sünt. kangas;2,65;;1
10.10.2017;Väikelaev;Mootorpaat;D;SUN;BUSTER;1996;Alumiinium;3,9;;1
10.10.2017;Väikelaev;Mootorpaat;D;HIRVAS;400;1992;Plastik;4;;1
10.10.2017;Väikelaev;Mootorpaat;D;TERHI;400BS;1974;Plastik;4,1;;1
10.10.2017;Väikelaev;Mootorpaat;C;TERHI;445 C;2017;Plastik;4,45;Uus sõiduk;1
11.10.2017;Väikelaev;Mootorpaat;D;TORNADO;TORONTO;1975;Plastik;4;;1
12.10.2017;Väikelaev;Mootorpaat;D;MÄÄRAMATA;-;1995;Plastik;3,67;;1
13.10.2017;Alla 12m laev;Kalapaat;D;OMAVALMISTATUD;-;2015;Plastik;3,95;Uus sõiduk;1
13.10.2017;Väikelaev;Sõudepaat;D;CATRAN;GLIDE IBP-285;2014;Sünt. kangas;2,65;;1
13.10.2017;Väikelaev;Sõudepaat;D;HIRVAS;400;1982;Plastik;4;;1
13.10.2017;Väikelaev;Sõudepaat;D;KASSE;430R;2017;Plastik;4,33;Uus sõiduk;1
13.10.2017;Väikelaev;Mootorpaat;D;NORDLINE;51;2017;Plastik;5,15;Uus sõiduk;1
16.10.2017;Väikelaev;Mootorpaat;D;ASTRA;415;2015;Plastik;4,15;Uus sõiduk;1
16.10.2017;Väikelaev;Mootorpaat;C;SILVER;WOLF BR510;2017;Alumiinium;5,1;Uus sõiduk;1
16.10.2017;Väikelaev;Purjejaht;A;VAN DE STADT;PACIFIC II;1986;Teras;15,25;;1
17.10.2017;Väikelaev;Mootorpaat;D;SUNBIRD;SPL-171;1993;Sünt. kangas;5,03;;1
18.10.2017;Väikelaev;Mootorpaat;C;MARSHALL;M60;2004;Plastik;4;;1
18.10.2017;Väikelaev;Mootorpaat;C;TERHI;NORDIC 6020;1995;Plastik;4,62;;1
19.10.2017;Väikelaev;Sõudepaat;D;DULKAN;D290;2013;Sünt. kangas;2,9;;1
19.10.2017;Väikelaev;Mootorpaat;D;C-440;-;2017;Plastik;4,4;Uus sõiduk;1
19.10.2017;Väikelaev;Mootorpaat;C;VOLZHANKA;49;2017;Alumiinium;4,9;Uus sõiduk;1
20.10.2017;Väikelaev;Mootorpaat;D;TERHI;4100 VERDE;2001;Plastik;4,1;;1
23.10.2017;Väikelaev;Mootorpaat;C;CRESCENT;49HT;1973;Plastik;4,7;;1
24.10.2017;Väikelaev;Sõudepaat;D;LOTTA;315;2017;Plastik;3,15;Uus sõiduk;1
25.10.2017;Väikelaev;Mootorpaat;C;AQUA STORM;STK420;2015;Sünt. kangas;4,2;Uus sõiduk;1
25.10.2017;Väikelaev;Sõudepaat;D;NORDLINE;42;2017;Plastik;4,2;Uus sõiduk;1
25.10.2017;Väikelaev;Mootorpaat;D;OMAVALMISTATUD;OMAVALMISTATUD;1999;Plastik;4,6;;1
26.10.2017;Väikelaev;Sõudepaat;D;VELES;300;2010;Sünt. kangas;3;;1
26.10.2017;Väikelaev;Mootorpaat;C;QUICKSILVER;620 TIMONIER;2001;Plastik;6,2;;1
27.10.2017;Alla 12m laev;Kalapaat;D;KASSE;455R;2017;Plastik;4,57;Uus sõiduk;1
27.10.2017;Väikelaev;Mootorpaat;D;WITH;300;1979;Plastik;3,64;;1
27.10.2017;Väikelaev;Mootorpaat;D;BUSTER;R;1985;Alumiinium;4,15;;1
27.10.2017;Väikelaev;Mootorpaat;C;STENO;RIB 535AL;2016;Alumiinium;5,35;Uus sõiduk;1
28.10.2017;Väikelaev;Mootorpaat;D;SKIPP;400;2016;Plastik;4;Uus sõiduk;1
28.10.2017;Väikelaev;Mootorpaat;D;KIILI PAAT;440;2016;Plastik;4,4;Uus sõiduk;1
30.10.2017;Väikelaev;Sõudepaat;D;FISHMAN;300;2016;Sünt. kangas;2,52;Uus sõiduk;1
30.10.2017;Väikelaev;Mootorpaat;D;TERHI;415 R;1985;Plastik;4,15;;1
30.10.2017;Väikelaev;Mootorpaat;D;TERHI;415 NOVA;1990;Plastik;4,15;;1
30.10.2017;Väikelaev;Mootorpaat;C;SILVER;WOLF BR510;2017;Alumiinium;5,1;Uus sõiduk;1
31.10.2017;Väikelaev;Mootorpaat;D;OUTLAND;IPB-300;2017;Kumm;2,85;Uus sõiduk;1
31.10.2017;Väikelaev;Mootorpaat;C;BUSTER;MAGNUM;2007;Alumiinium;6,7;;1
01.11.2017;Alla 12m laev;Tööpaat ;C;AVON;SR4;2003;Plastik;4,16;;1
01.11.2017;Alla 12m laev;Kalapaat;D;OMAVALMISTATUD;-;2017;Plastik;4,2;Uus sõiduk;1
01.11.2017;Väikelaev;Purjejaht;C;BIRKA MARIN;ROCK 20;1971;Plastik;7,17;;1
01.11.2017;Väikelaev;Purjejaht;C;OHLSON;29;1976;Plastik;8,8;;1
02.11.2017;Väikelaev;Mootorpaat;D;SEA PRO;CD 320;2012;Sünt. kangas;3,2;;1
02.11.2017;Väikelaev;Mootorpaat;C;ALSON;486F;1988;Plastik;4,86;;1
02.11.2017;Väikelaev;Mootorpaat;C;BAYLINER;CUDDY;1990;Plastik;5,35;;1
03.11.2017;Väikelaev;Mootorpaat;D;NORDLINE;42;2017;Plastik;4,2;Uus sõiduk;1
03.11.2017;Väikelaev;Mootorpaat;C;OMAVALMISTATUD;-;1999;Puit;5,55;;1
04.11.2017;Väikelaev;Mootorpaat;C;FLIPPER;470;1989;Plastik;4,7;;1
04.11.2017;Väikelaev;Mootorpaat;C;BAYLINER;2155 CIERA SUNBRIDGE;1988;Plastik;6,22;;1
06.11.2017;Väikelaev;Purjejaht;C;MAXI;95;1976;Sünt. kangas;9,5;;1
07.11.2017;Väikelaev;Sõudepaat;C;KOLIBRI;KM 300;2016;Sünt. kangas;3;Uus sõiduk;1
08.11.2017;Väikelaev;Mootorpaat;C;QUICKSILVER;510 CRUISER;2004;Plastik;5,08;;1
09.11.2017;Väikelaev;Sõudepaat;D;KOLIBRI;K250T;2017;Sünt. kangas;2,48;Uus sõiduk;1
09.11.2017;Väikelaev;Mootorpaat;D;BUSTER;MINI;1983;Alumiinium;3,6;;1
09.11.2017;Väikelaev;Mootorpaat;C;MOVE;HT;1986;Plastik;5;;1
09.11.2017;Väikelaev;Purjejaht;C;HURLEY;20;1980;Plastik;6,09;;1
13.11.2017;Väikelaev;Sõudepaat;D;KIILI PAAT;-;2002;Plastik;3,6;;1
13.11.2017;Väikelaev;Mootorpaat;C;MERILÄINE;-;1960;Plastik;6;;1
14.11.2017;Väikelaev;Mootorpaat;D;TAIFUN;X;1974;Plastik;4,5;;1
14.11.2017;Väikelaev;Mootorpaat;C;YAMARIN CROSS;57 BOW RIDER;2017;Alumiinium;5,66;Uus sõiduk;1
15.11.2017;Väikelaev;Sõudepaat;D;SEEMANN;MLA 2800;2016;Sünt. kangas;2,8;Uus sõiduk;1
15.11.2017;Väikelaev;Mootorpaat;C;DULKAN;D400;2017;Sünt. kangas;4;Uus sõiduk;1
15.11.2017;Väikelaev;Mootorpaat;D;KAZANKA 5;M3;1991;Alumiinium;4,6;;1
15.11.2017;Väikelaev;Mootorpaat;C;REGAL;2100;2014;Plastik;6,4;;1
16.11.2017;Väikelaev;Mootorpaat;D;KIILI PAAT;440;2017;Plastik;4,4;Uus sõiduk;1
17.11.2017;Väikelaev;Mootorpaat;C;QUICKSILVER;510 CRUISER;2004;Plastik;5,08;;1
17.11.2017;Väikelaev;Purjejaht;C;OMAVALMISTATUD;OMAVALMISTATUD;1980;Plastik;7,6;;1
18.11.2017;Väikelaev;Mootorpaat;C;BUSH;C-480;2008;Sünt. kangas;4,8;;1
21.11.2017;Väikelaev;Mootorpaat;D;TERHI;4100;1998;Plastik;4,1;;1
21.11.2017;Väikelaev;Mootorpaat;D;FINMAR;420 TL;1985;Plastik;4,2;;1
22.11.2017;Väikelaev;Mootorpaat;D;LINDER;FISHING 440;2017;Alumiinium;4,31;Uus sõiduk;1
24.11.2017;Väikelaev;Mootorpaat;D;OB;3;1988;Alumiinium;4,3;;1
24.11.2017;Väikelaev;Mootorpaat;C;TAIFUN;X;1975;Plastik;4,6;;1
28.11.2017;Väikelaev;Mootorpaat;C;BUSH;B 330;2016;Sünt. kangas;3,3;Uus sõiduk;1
29.11.2017;Väikelaev;Mootorpaat;D;NORDLINE;42;2017;Plastik;4,2;Uus sõiduk;1
29.11.2017;Väikelaev;Mootorpaat;C;VIHE;535HT;1987;Plastik;5,36;;1
30.11.2017;Väikelaev;Mootorpaat;C;WHALY;370;2016;Plastik;3,7;Uus sõiduk;1
30.11.2017;Väikelaev;Mootorpaat;D;FINNSPORT;410R;1981;Plastik;4,1;;1
01.12.2017;Väikelaev;Sõudepaat;D;KASSE;430R;2017;Plastik;4,33;Uus sõiduk;1
01.12.2017;Väikelaev;Mootorpaat;D;HIRVAS;440 R;1986;Plastik;4,4;;1
01.12.2017;Väikelaev;Mootorpaat;C;PROGRESS;2;1973;Alumiinium;4,65;;1
02.12.2017;Väikelaev;Sõudepaat;D;D-375;-;2016;Plastik;3,75;Uus sõiduk;1
05.12.2017;Väikelaev;Mootorpaat;C;KOLIBRI;KM 330D;2017;Sünt. kangas;3,3;Uus sõiduk;1
05.12.2017;Väikelaev;Mootorpaat;C;TERHI;475;2014;Plastik;4,75;;1
05.12.2017;Väikelaev;Mootorpaat;D;NORDLINE;51;2017;Plastik;5,15;Uus sõiduk;1
06.12.2017;Väikelaev;Purjejaht;D;OMAVALMISTATUD;-;1991;Plastik;5,1;;1
07.12.2017;Väikelaev;Sõudepaat;D;MÄÄRAMATA;-;1996;Plastik;2,6;;1
07.12.2017;Väikelaev;Sõudepaat;D;PELLA-FJORD;-;1993;Plastik;4,32;;1
07.12.2017;Väikelaev;Mootorpaat;C;FINNFAMILY;500;1980;Plastik;5;;1
08.12.2017;Jett;Määramata;C;KAWASAKI;JET SKI SX-R;2017;Määramata;2,66;Uus sõiduk;1
12.12.2017;Väikelaev;Mootorpaat;C;BUSH;B 330;2016;Sünt. kangas;3,3;Uus sõiduk;1
12.12.2017;Väikelaev;Sõudepaat;D;KIILI PAAT;400;2017;Plastik;4;Uus sõiduk;1
12.12.2017;Väikelaev;Mootorpaat;D;JURMO;LUX;1990;Plastik;4,65;;1
12.12.2017;Väikelaev;Mootorpaat;C;YAMARIN;BIG RIDE;1993;Plastik;4,9;;1
12.12.2017;Väikelaev;Mootorpaat;C;HURRICAN;HT;1985;Plastik;5,04;;1
12.12.2017;Väikelaev;Mootorpaat;C;FINNSPORT;650 AC;1987;Plastik;6,5;;1
13.12.2017;Väikelaev;Mootorpaat;C;FINNMASTER;6100;1997;Plastik;6,01;;1
14.12.2017;Väikelaev;Mootorpaat;D;C-440 A;-;2017;Plastik;4,4;Uus sõiduk;1
16.12.2017;Väikelaev;Sõudepaat;D;PELLA;NOVA;2017;Plastik;4,4;Uus sõiduk;1
18.12.2017;Väikelaev;Mootorpaat;C;YAMARIN;490 BR;1997;Plastik;4,9;;1
19.12.2017;Väikelaev;Mootorpaat;D;OMAVALMISTATUD;-;1993;Plastik;3,9;;1
20.12.2017;Väikelaev;Mootorpaat;C;BRIG;FALCON 450;2017;Plastik;4,45;Uus sõiduk;1
20.12.2017;Väikelaev;Mootorpaat;C;DRACO;18DC;1990;Plastik;5,5;;1
20.12.2017;Väikelaev;Purjejaht;B;BOSTRÖM;B31;1978;Plastik;9,34;;1
22.12.2017;Väikelaev;Mootorpaat;C;GLADIATOR;C 330 AD;2017;Sünt. kangas;3,3;Uus sõiduk;1
22.12.2017;Väikelaev;Mootorpaat;C;YAMARIN;59 DC;2011;Plastik;5,73;;1
27.12.2017;Väikelaev;Mootorpaat;C;GLADIATOR;370;2017;Kumm;3,7;Uus sõiduk;1
27.12.2017;Väikelaev;Mootorpaat;D;HIIU;450;2017;Plastik;4,5;Uus sõiduk;1
27.12.2017;Väikelaev;Mootorpaat;C;OLDENBURG;17;1992;Plastik;5,3;;1
28.12.2017;Väikelaev;Mootorpaat;C;HONWAVE;T30AE2;2010;Sünt. kangas;2,97;;1
28.12.2017;Väikelaev;Sõudepaat;D;OMAVALMISTATUD;-;2017;Puit;4,14;Uus sõiduk;1
28.12.2017;Väikelaev;Mootorpaat;C;BUSTER;X;2016;Alumiinium;5,25;Uus sõiduk;1
29.12.2017;Jett;Määramata;C;KAWASAKI;JS1500A;2017;Määramata;2,66;Uus sõiduk;1
29.12.2017;Väikelaev;Mootorpaat;D;PROJEKT;13901;1991;Alumiinium;7,8;;1
;;;;;;;;;Kokku ;1260
